Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68
20060706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.08,NaN,56.44,15.03,21.82,21.13,12.86,27.58,18.74,29.68,40.33,NaN,NaN,41.09,22.58,NaN,38.21,63.02,NaN,31.39,66.81,61.69,48.74,130.33,66.37,NaN,NaN,28.23,NaN,NaN,NaN,NaN,NaN,26.76,NaN,NaN,113.01,NaN,63.98,NaN,NaN,NaN,NaN,70.77,NaN,NaN,NaN,46.7,53.38,NaN,NaN,27.89,52.48,30,30.42,18.68,20.68,27.26,30.69,47.85
20060707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.48,NaN,56.14,15.34,21.82,20.95,12.8,27.44,18.71,29.09,39.64,NaN,NaN,40.76,22.09,NaN,37.51,62.63,NaN,31.04,65.75,61.39,48.66,129.25,65.35,NaN,NaN,28.12,NaN,NaN,NaN,NaN,NaN,26.24,NaN,NaN,112.18,NaN,63.13,NaN,NaN,NaN,NaN,69.85,NaN,NaN,NaN,46.34,53.1,NaN,NaN,27.64,51.7,29.84,29.92,18.48,20.63,27.29,30.44,47.16
20060710,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.73,NaN,56.68,15.32,21.64,21.07,13,27.57,18.81,29.14,40.28,NaN,NaN,41.04,22.48,NaN,37.15,62.02,NaN,30.93,65.76,62.14,48.88,128.73,64.81,NaN,NaN,28.18,NaN,NaN,NaN,NaN,NaN,25.53,NaN,NaN,112.42,NaN,63.26,NaN,NaN,NaN,NaN,69.56,NaN,NaN,NaN,46.51,53.63,NaN,NaN,27.72,51.87,30.06,30.01,18.25,20.78,27.4,30.48,46.88
20060711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.88,NaN,56.86,15.34,21.8,20.96,13,27.64,18.84,29.55,40.94,NaN,NaN,40.95,22.55,NaN,38.24,63.81,NaN,31.36,66.38,62.12,49.03,129.29,65.55,NaN,NaN,28.14,NaN,NaN,NaN,NaN,NaN,26.45,NaN,NaN,112.98,NaN,63.88,NaN,NaN,NaN,NaN,70.08,NaN,NaN,NaN,46.63,53.74,NaN,NaN,27.68,52.91,30.07,30.1,18.33,20.91,27.47,30.45,46.86
20060712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.18,NaN,55.63,15.05,21.67,20.56,12.62,27.15,18.38,28.68,40.41,NaN,NaN,40.17,22.23,NaN,37.97,64.92,NaN,31.28,64.91,62.44,48.49,127.66,63.79,NaN,NaN,27.53,NaN,NaN,NaN,NaN,NaN,25.59,NaN,NaN,111.62,NaN,62.43,NaN,NaN,NaN,NaN,71.14,NaN,NaN,NaN,45.72,53.92,NaN,NaN,27.45,52.71,29.75,29.76,17.97,20.71,27.36,29.93,46.56
20060713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.97,NaN,54.5,14.87,21.38,20.1,12.28,26.61,18.13,27.26,38.2,NaN,NaN,39.24,21.4,NaN,36.81,65.55,NaN,30.87,63.33,61.3,47.81,125,61.18,NaN,NaN,27.24,NaN,NaN,NaN,55.06,NaN,25.11,NaN,NaN,109.57,NaN,60.25,NaN,NaN,NaN,NaN,73.25,NaN,NaN,NaN,44.57,53,NaN,NaN,26.56,52.16,29.24,29.11,17.65,20.51,27.04,29.34,44.43
20060714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.12,NaN,53.96,14.45,21.41,19.88,12.17,26.36,18.12,27.65,38.42,NaN,NaN,38.93,21.43,NaN,37.45,65.85,NaN,31.19,62.79,60.33,47.94,124,59.73,NaN,NaN,26.85,NaN,NaN,NaN,55.58,NaN,25.16,NaN,NaN,109.09,NaN,59.62,NaN,NaN,NaN,NaN,73.22,NaN,NaN,NaN,44.21,52.08,NaN,NaN,26.61,52.83,29.11,28.65,17.6,20.27,26.85,28.93,43.83
20060717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.65,NaN,53.08,14.41,21,19.53,12.01,25.88,17.88,26.76,36.95,NaN,NaN,38.25,21.07,NaN,35.88,63.95,NaN,30.2,62.7,60.28,48.24,123.54,58.91,NaN,NaN,26.96,NaN,NaN,NaN,56.13,NaN,25.01,NaN,NaN,108.91,NaN,59.55,NaN,NaN,NaN,NaN,71.65,NaN,NaN,NaN,43.43,52.08,NaN,NaN,26.2,50.96,29.17,28.54,17.66,20.33,26.97,29.15,42.99
20060718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.06,NaN,52.98,14.32,21.06,19.55,11.89,25.74,17.92,27.3,37.34,NaN,NaN,38.18,21.29,NaN,35.48,62.9,NaN,30.22,63.16,61.13,48.2,123.5,59.16,NaN,NaN,26.6,NaN,NaN,NaN,55.73,NaN,25.17,NaN,NaN,109.54,NaN,59.66,NaN,NaN,NaN,NaN,70.75,NaN,NaN,NaN,43.31,53.08,NaN,NaN,26.33,51.03,29.24,28.69,17.7,20.44,26.97,28.96,42.96
20060719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.88,NaN,54.5,14.66,21.42,20.22,12.15,26.7,18.45,28.96,40.25,NaN,NaN,39.76,22.3,NaN,36.92,64.03,NaN,30.63,64.76,62.85,49.92,126.3,62.62,NaN,NaN,27.31,NaN,NaN,NaN,53.18,NaN,25.44,NaN,NaN,111.26,NaN,62.04,NaN,NaN,NaN,NaN,69.85,NaN,NaN,NaN,45.09,54.11,NaN,NaN,27.15,51.61,30.08,29.34,17.98,20.74,27.68,29.59,45
20060720,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.98,NaN,54.16,14.59,21.09,20.09,12.08,26.65,18.35,28,38.7,NaN,NaN,39.41,21.93,NaN,35.31,62.54,NaN,29.76,62.98,61.94,49.77,123.35,58.93,NaN,NaN,27.19,NaN,NaN,NaN,54.35,NaN,24.52,NaN,NaN,110.4,NaN,61.2,NaN,NaN,NaN,NaN,69.1,NaN,NaN,NaN,44.75,53.56,NaN,NaN,26.28,50.24,29.95,28.67,17.7,20.76,27.71,29.17,42.56
20060721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.39,NaN,54.16,14.48,20.93,19.94,12.09,26.57,18.26,27.62,37.36,NaN,NaN,39.41,21.83,NaN,34.29,61.71,NaN,29.21,62.01,60.58,49.45,121.54,57.09,NaN,NaN,26.9,NaN,NaN,NaN,55.3,NaN,23.62,NaN,NaN,109.52,NaN,60.08,NaN,NaN,NaN,NaN,69.52,NaN,NaN,NaN,44.73,52.45,NaN,NaN,25.88,49.49,29.77,28.35,17.5,20.71,27.85,28.88,40.79
20060724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.73,NaN,55.3,14.91,21.29,20.41,12.33,27.05,18.62,28.83,39.69,NaN,NaN,40.39,22.63,NaN,35.17,61.14,NaN,30.12,64.14,61.83,50.02,124.6,60.13,NaN,NaN,27.54,NaN,NaN,NaN,53.08,NaN,24.2,NaN,NaN,111.78,NaN,62.29,NaN,NaN,NaN,NaN,70.17,NaN,NaN,NaN,45.73,53.55,NaN,NaN,26.33,51.13,30.19,28.87,17.79,20.89,28.45,29.56,41.38
20060725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.82,NaN,55.28,14.88,21.56,20.39,12.43,27.17,18.67,29.21,40.14,NaN,NaN,40.38,22.5,NaN,36.17,61.55,NaN,30.76,64.31,62.33,50.16,125.65,61.4,NaN,NaN,27.83,NaN,NaN,NaN,52.2,NaN,24.72,NaN,NaN,112.23,NaN,63.2,NaN,NaN,NaN,NaN,69,NaN,NaN,NaN,45.71,53.9,NaN,NaN,26.8,52.11,30.27,28.78,18,21.01,28.72,29.85,43.14
20060726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.68,NaN,55.73,14.78,21.9,20.57,12.36,27.45,18.83,29.18,40.09,NaN,NaN,40.69,22.33,NaN,36.84,62,NaN,31.33,64.16,62.64,50.17,125.75,61.65,NaN,NaN,27.21,NaN,NaN,NaN,52.15,NaN,24.84,NaN,NaN,112.4,NaN,63.34,NaN,NaN,NaN,NaN,69.17,NaN,NaN,NaN,46.1,54.14,NaN,NaN,26.73,53.26,30.23,28.37,18.05,20.89,28.87,29.48,42.61
20060727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.11,NaN,56.13,15.06,21.6,20.63,12.54,27.5,18.99,29.66,40.3,NaN,NaN,40.77,22.73,NaN,35.98,62.9,NaN,31.18,63.5,62.09,49.71,124.7,60.25,NaN,NaN,26.97,NaN,NaN,NaN,52.95,NaN,25,NaN,NaN,112.28,NaN,62.64,NaN,NaN,NaN,NaN,69.68,NaN,NaN,NaN,46.27,53.92,NaN,NaN,26.05,52.76,30.04,28.31,17.99,20.73,28.71,29.41,41.88
20060728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.79,NaN,57.43,15.29,21.83,21.14,12.9,27.95,19.27,30.18,40.96,NaN,NaN,41.74,23.04,NaN,37.26,63.11,NaN,31.22,64.93,63.18,50.82,126.77,62.31,NaN,NaN,27.33,NaN,NaN,NaN,51.35,NaN,25.86,NaN,NaN,113.55,NaN,64.29,NaN,NaN,NaN,NaN,68.5,NaN,NaN,NaN,47.42,54.91,NaN,NaN,26.6,52.78,30.62,28.67,18.33,20.96,28.88,29.8,41.88
20060731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.48,NaN,57.2,15.12,21.86,21.09,12.89,27.93,19.3,29.97,41.03,NaN,NaN,41.46,22.81,NaN,37.24,63.16,NaN,31.75,64.94,62.84,50.54,126.85,62.7,NaN,NaN,27.36,NaN,NaN,NaN,51.4,NaN,25.96,NaN,NaN,113.42,NaN,64.09,NaN,NaN,NaN,NaN,69.52,NaN,NaN,NaN,47.26,54.68,NaN,NaN,26.73,53.66,30.57,28.54,18.3,20.84,28.77,29.82,43.71
20060801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.97,NaN,56.74,15.04,21.98,20.85,12.68,27.75,19.15,29.44,40.19,NaN,NaN,41.2,22.29,NaN,38.23,64.32,NaN,31.86,63.85,62.49,50.54,125.97,61.66,NaN,NaN,27.04,NaN,NaN,NaN,52.09,NaN,25.1,NaN,NaN,112.79,NaN,63.43,NaN,NaN,NaN,NaN,70.15,NaN,NaN,NaN,46.94,54.32,NaN,NaN,26.48,53.73,30.47,28.34,18.02,20.72,28.77,29.52,43.16
20060802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.38,NaN,57.46,14.99,22.24,21.12,12.99,28.05,19.42,30,40.63,NaN,NaN,41.68,22.63,NaN,39.14,64.75,NaN,32.02,64.76,62.49,50.67,127.04,62.26,NaN,NaN,27.22,NaN,NaN,NaN,51.27,NaN,25.54,NaN,NaN,113.65,NaN,63.99,NaN,NaN,NaN,NaN,71.12,NaN,NaN,NaN,47.54,54.19,NaN,NaN,26.97,53.85,30.53,28.54,18.26,20.94,28.97,29.78,44.18
20060803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.35,NaN,57.35,14.95,22.23,21.16,12.88,28.03,19.22,30.21,40.6,NaN,NaN,41.64,22.71,NaN,38.39,64.12,NaN,31.8,65.6,63.28,51.15,128.02,63.38,NaN,NaN,27.65,NaN,NaN,NaN,51.06,NaN,25.84,NaN,NaN,113.99,NaN,64.36,NaN,NaN,NaN,NaN,70.56,NaN,NaN,NaN,47.46,54.84,NaN,NaN,27.16,53.34,30.67,28.8,18.32,21,28.69,29.98,44.28
20060804,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.42,NaN,57.4,14.97,22.16,21.19,12.93,27.99,19.41,30.85,40.88,NaN,NaN,41.87,22.49,NaN,38.07,64.28,NaN,31.46,64.88,64.39,51.32,127.2,62.72,NaN,NaN,27.79,NaN,NaN,NaN,51.16,NaN,25.76,NaN,NaN,113.77,NaN,64.34,NaN,NaN,NaN,NaN,69.81,NaN,NaN,NaN,47.7,55.93,NaN,NaN,27.01,52.85,30.74,28.71,18.26,21.01,28.7,29.99,43.1
20060807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.22,NaN,56.99,14.88,22.19,21.06,12.63,27.74,19.38,30.6,40.78,NaN,NaN,41.42,22.67,NaN,38.6,64.5,NaN,31.65,64.61,63.57,51.19,126.55,61.67,NaN,NaN,27.69,NaN,NaN,NaN,51.59,NaN,25.58,NaN,NaN,113.47,NaN,63.93,NaN,NaN,NaN,NaN,72,NaN,NaN,NaN,47.47,55.24,NaN,NaN,27.16,53.46,30.67,28.58,18.19,20.95,28.6,29.92,43.72
20060808,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.22,NaN,56.76,15.05,22.41,21.03,12.7,27.71,19.27,30.5,40.84,NaN,NaN,41.36,22.71,NaN,38.2,63.97,NaN,31.52,63.65,62.35,50.87,125.18,60.4,NaN,NaN,27.43,NaN,NaN,NaN,52.21,NaN,25.51,NaN,NaN,112.98,NaN,63.33,NaN,NaN,NaN,NaN,71.3,NaN,NaN,NaN,47.08,54.21,NaN,NaN,26.83,53.12,30.43,28.3,18.12,21.06,28.59,29.59,42.67
20060809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.34,NaN,57.08,14.94,22.43,21.05,12.75,27.88,19.34,30.15,41.01,NaN,NaN,41.64,23.03,NaN,39.06,64.63,NaN,31.74,62.96,61.67,50.17,124.15,59.41,NaN,NaN,26.94,NaN,NaN,NaN,52.94,NaN,25.53,NaN,NaN,112.55,NaN,62.77,NaN,NaN,NaN,NaN,71.17,NaN,NaN,NaN,47.53,53.79,NaN,NaN,26.86,53.61,30.04,27.81,18.24,20.9,28.62,29.15,42.64
20060810,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.66,NaN,57.23,15.01,22.26,20.96,12.9,27.8,19.37,30.52,41.22,NaN,NaN,41.6,23.26,NaN,38.23,63.25,NaN,31.55,63.56,61.82,50.24,125.24,60.32,NaN,NaN,27.59,NaN,NaN,NaN,52.34,NaN,26.22,NaN,NaN,112.94,NaN,63.41,NaN,NaN,NaN,NaN,69.6,NaN,NaN,NaN,47.31,53.84,NaN,NaN,26.94,53.13,30.2,28.06,18.32,21.16,28.59,29.58,42.23
20060811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.27,NaN,56.66,14.86,22.28,20.79,12.77,27.63,19.15,30,41.13,NaN,NaN,41.12,23.25,NaN,37.17,62.71,NaN,31.38,62.86,61.22,49.98,124.05,59.37,NaN,NaN,27.6,NaN,NaN,NaN,52.68,NaN,25.12,NaN,NaN,112.58,NaN,62.88,NaN,NaN,NaN,NaN,69.73,NaN,NaN,NaN,47,53.42,NaN,NaN,26.59,53.16,30.1,27.88,18.21,21.11,28.44,29.57,41.34
20060814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.4,NaN,56.88,14.91,22.01,20.96,12.85,27.75,19.22,29.48,40.4,NaN,NaN,41.47,23.34,NaN,36.52,62.25,NaN,30.78,63.26,61.89,49.87,124.12,59.07,NaN,NaN,27.77,NaN,NaN,NaN,52.6,NaN,25.68,NaN,NaN,112.68,NaN,63.13,NaN,NaN,NaN,NaN,68.59,NaN,NaN,NaN,47.08,54.07,NaN,NaN,26.51,51.96,30.14,27.94,18.38,21.16,28.51,29.66,40.62
20060815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.18,NaN,58.3,15.21,22.36,21.53,13.16,28.51,19.51,30.4,41.3,NaN,NaN,42.86,23.81,NaN,37.04,62.01,NaN,31.04,64.68,62.74,50.81,126.27,61.77,NaN,NaN,28.23,NaN,NaN,NaN,50.48,NaN,26.46,NaN,NaN,114.2,NaN,64.92,NaN,NaN,NaN,NaN,68.21,NaN,NaN,NaN,48.41,54.85,NaN,NaN,27.16,52.25,30.69,28.51,18.84,21.32,28.78,30.11,41.78
20060816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.5,NaN,58.91,15.27,22.53,21.84,13.31,28.9,19.64,31.38,42.28,NaN,NaN,43.2,23.94,NaN,37.67,62.49,NaN,31,65.68,62.94,51.06,128.39,63.71,NaN,NaN,28.27,NaN,NaN,NaN,49.73,NaN,27.45,NaN,NaN,115.27,NaN,66.17,NaN,NaN,NaN,NaN,67.1,NaN,NaN,NaN,48.95,54.98,NaN,NaN,27.71,52.01,30.87,29.22,19.16,21.35,29.06,30.44,43.18
20060817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.55,NaN,58.66,15.33,22.45,21.77,13.28,28.77,19.5,30.81,42.13,NaN,NaN,43.13,23.47,NaN,36.76,61.03,NaN,30.76,65.79,63.02,51,128.06,63.87,NaN,NaN,28.56,NaN,NaN,NaN,49.4,NaN,27.49,NaN,NaN,115.6,NaN,66.48,NaN,NaN,NaN,NaN,66.05,NaN,NaN,NaN,48.73,54.88,NaN,NaN,27.51,51.61,30.98,29.26,19.25,21.31,29.14,30.64,42.46
20060818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.24,NaN,58.94,15.32,22.4,21.85,13.35,28.89,19.55,31,40.66,NaN,NaN,43.32,23.39,NaN,36.86,61.04,NaN,31.04,66.2,63.04,51.02,128.75,63.93,NaN,NaN,28.38,NaN,NaN,NaN,48.94,NaN,27.66,NaN,NaN,116.26,NaN,66.79,NaN,NaN,NaN,NaN,66.18,NaN,NaN,NaN,48.91,55.19,NaN,NaN,27.51,52.49,31.03,29.18,19.33,21.46,29.19,30.63,42.9
20060821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.07,NaN,58.73,15.55,22.82,21.78,13.23,28.76,19.6,30.69,40.88,NaN,NaN,43.12,23.04,NaN,38.77,62.44,NaN,31.43,65.44,63.47,50.76,127.54,62.78,NaN,NaN,28,NaN,NaN,NaN,49.28,NaN,27.11,NaN,NaN,115.7,NaN,66.43,NaN,NaN,NaN,NaN,67.42,NaN,NaN,NaN,48.85,55.59,NaN,NaN,27.51,52.87,30.9,28.89,19.19,21.52,29.08,30.27,43.08
20060822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.06,NaN,58.54,15.42,23.01,21.67,13.27,28.63,19.46,30.32,40.35,NaN,NaN,42.9,23.23,NaN,38.98,62.05,NaN,31.61,65.67,64.14,50.74,127.56,62.92,NaN,NaN,27.86,NaN,NaN,NaN,49.39,NaN,26.98,NaN,NaN,115.69,NaN,66.56,NaN,NaN,NaN,NaN,67.05,NaN,NaN,NaN,48.52,56.08,NaN,NaN,27.6,53.26,30.89,28.99,19.2,21.5,29.18,30.24,42.81
20060823,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.47,NaN,58.3,15.33,23.04,21.5,13.17,28.46,19.4,28.86,39.62,NaN,NaN,42.48,22.86,NaN,38.86,61.83,NaN,31.17,64.86,63.3,50.61,126.55,61.41,NaN,NaN,27.53,NaN,NaN,NaN,49.88,NaN,26.92,NaN,NaN,115.33,NaN,65.87,NaN,NaN,NaN,NaN,66,NaN,NaN,NaN,48.36,55.54,NaN,NaN,27.55,52.04,30.79,28.75,19.1,21.42,29.16,29.95,42.11
20060824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.38,NaN,58.11,15.03,22.85,21.59,13.06,28.51,19.51,28.87,39.73,NaN,NaN,42.61,22.79,NaN,38.23,61.75,NaN,31.3,64.74,63.65,50.67,125.71,61.03,NaN,NaN,27.32,NaN,NaN,NaN,49.79,NaN,27.24,NaN,NaN,115.22,NaN,66.15,NaN,NaN,NaN,NaN,66.75,NaN,NaN,NaN,48.33,55.81,NaN,NaN,27.3,52.78,30.9,28.58,19.18,21.55,29.38,29.78,41.87
20060825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.47,NaN,58.06,15.11,22.87,21.56,12.99,28.53,19.48,29,40.01,NaN,NaN,42.6,22.72,NaN,38.46,61.77,NaN,31.5,64.86,63.57,50.37,125.75,61.01,NaN,NaN,27.33,NaN,NaN,NaN,49.74,NaN,27.29,NaN,NaN,115.38,NaN,66.29,NaN,NaN,NaN,NaN,66.55,NaN,NaN,NaN,48.32,55.76,NaN,NaN,27.4,53.23,30.72,28.59,19.24,21.51,29.4,29.78,42.26
20060828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.83,NaN,58.34,15.25,22.94,21.79,12.96,28.68,19.65,29.71,40.67,NaN,NaN,43.2,22.71,NaN,37.57,61,NaN,31.08,65.6,64.49,50.69,126.97,62.03,NaN,NaN,27.69,NaN,NaN,NaN,49.14,NaN,27.76,NaN,NaN,116,NaN,66.94,NaN,NaN,NaN,NaN,64.88,NaN,NaN,NaN,48.81,56.59,NaN,NaN,27.37,52.39,30.96,28.72,19.43,21.61,29.61,30.1,41.62
20060829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.94,NaN,58.88,15.56,22.88,21.9,13.07,28.99,19.7,29.79,41.26,NaN,NaN,43.44,22.96,NaN,37.83,60.94,NaN,30.92,66.51,64.49,50.32,127.62,62.92,NaN,NaN,28.01,NaN,NaN,NaN,48.89,NaN,28.42,NaN,NaN,116.15,NaN,67.3,NaN,NaN,NaN,NaN,64.19,NaN,NaN,NaN,49.18,56.6,NaN,NaN,27.5,52.03,30.82,28.8,19.62,21.7,29.76,30.34,42.03
20060830,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.08,NaN,58.88,15.56,22.82,21.94,12.98,29.05,19.84,29.72,41.64,NaN,NaN,43.36,23.09,NaN,37.99,61.42,NaN,30.52,67.06,65.04,50.54,128,63.23,NaN,NaN,27.98,NaN,NaN,NaN,48.85,NaN,28.87,NaN,NaN,116.23,NaN,67.29,NaN,NaN,NaN,NaN,64.85,NaN,NaN,NaN,49.36,57.02,NaN,NaN,27.51,51.07,30.92,28.83,19.77,21.77,29.78,30.36,41.69
20060831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.99,NaN,58.88,15.7,22.83,21.94,13.03,29.02,19.77,29.67,40.67,NaN,NaN,43.33,23,NaN,39.07,62.29,NaN,30.47,67.03,65.04,50.43,128.48,63.82,NaN,NaN,28.02,NaN,NaN,NaN,48.99,NaN,28.61,NaN,NaN,116.21,NaN,67.23,NaN,NaN,NaN,NaN,64.8,NaN,NaN,NaN,49.22,57.08,NaN,NaN,27.66,50.68,30.96,28.9,19.69,21.79,29.68,30.46,42.11
20060901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.35,NaN,59.38,15.81,23.05,22.04,13.15,29.12,19.91,30.6,40.89,NaN,NaN,43.46,23.26,NaN,39.37,62.14,NaN,30.87,67.08,64.66,50.55,129.12,64.44,NaN,NaN,28.33,NaN,NaN,NaN,48.34,NaN,28.36,NaN,NaN,116.99,NaN,68.01,NaN,NaN,NaN,NaN,63.75,NaN,NaN,NaN,49.52,56.67,NaN,NaN,28.02,51.51,31.01,29.13,19.78,21.93,29.85,30.73,42.88
20060905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.53,NaN,59.74,16.17,23.03,22.11,13.34,29.13,19.93,31,41.54,NaN,NaN,43.35,23.47,NaN,40.58,63.36,NaN,31.16,67.73,65.3,50.72,129.66,65.07,NaN,NaN,28.54,NaN,NaN,NaN,48.15,NaN,28.66,NaN,NaN,117.24,NaN,68.15,NaN,NaN,NaN,NaN,63.31,NaN,NaN,NaN,49.53,57.39,NaN,NaN,28.21,52.25,31.13,29.2,19.89,21.84,29.7,30.83,44.02
20060906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.58,NaN,58.59,15.72,22.63,21.68,13.13,28.62,19.59,29.66,40.22,NaN,NaN,42.56,22.96,NaN,40.18,62.86,NaN,30.35,66.19,64.91,50.63,127.58,62.5,NaN,NaN,28.31,NaN,NaN,NaN,49.33,NaN,27.59,NaN,NaN,116.08,NaN,66.79,NaN,NaN,NaN,NaN,62.2,NaN,NaN,NaN,48.65,57.05,NaN,NaN,27.81,50.31,31.02,28.86,19.54,21.77,29.58,30.42,42.7
20060907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.22,NaN,57.78,15.5,22.32,21.4,13.02,28.15,19.27,29.3,38.91,NaN,NaN,42.08,22.86,NaN,38.78,61.25,NaN,30.07,65.56,64.42,50.01,126.54,61.52,NaN,NaN,28.21,NaN,NaN,NaN,50.24,NaN,27.33,NaN,NaN,115.48,NaN,66.02,NaN,NaN,NaN,NaN,61.89,NaN,NaN,NaN,47.96,56.47,NaN,NaN,27.46,50.36,30.76,28.78,19.42,21.68,29.34,30.53,41.83
20060908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.48,NaN,57.8,15.47,22.08,21.39,13.02,28.16,19.25,29.3,38.41,NaN,NaN,42.1,22.99,NaN,37.72,60.64,NaN,29.44,65.83,65.19,50.35,126.59,61.76,NaN,NaN,28.68,NaN,NaN,NaN,49.66,NaN,27.83,NaN,NaN,115.85,NaN,66.56,NaN,NaN,NaN,NaN,60.9,NaN,NaN,NaN,47.96,57.14,NaN,NaN,27.58,48.96,30.95,28.84,19.59,21.81,29.6,30.83,41.19
20060911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.79,NaN,57.4,14.94,21.54,21.5,12.81,28.13,18.95,27.94,36.53,NaN,NaN,42.1,22.53,NaN,34.88,58.5,NaN,28.27,65.74,65.3,50.29,126.54,61.52,NaN,NaN,29.15,NaN,NaN,NaN,49.68,NaN,28.15,NaN,NaN,115.98,NaN,66.54,NaN,NaN,NaN,NaN,60.03,NaN,NaN,NaN,47.77,57.36,NaN,NaN,26.73,47.29,30.97,28.87,19.77,22,29.81,31.09,38.6
20060912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.32,NaN,58.16,15,21.62,21.83,12.92,28.5,19.38,28.59,37.86,NaN,NaN,42.85,23.01,NaN,34.55,58.32,NaN,28.11,67.4,66.29,50.93,128.68,63.93,NaN,NaN,29.78,NaN,NaN,NaN,48.28,NaN,29.09,NaN,NaN,117.26,NaN,68.03,NaN,NaN,NaN,NaN,58.76,NaN,NaN,NaN,48.67,58.29,NaN,NaN,27.09,46.96,31.4,29.17,20.14,22.01,30.19,31.87,38.96
20060913,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.8,NaN,58.03,15.17,21.81,21.88,12.75,28.59,19.43,29.21,38.28,NaN,NaN,42.88,23.3,NaN,34.83,58.62,NaN,28.8,68.01,66.99,51.19,129.76,65.06,NaN,NaN,29.87,NaN,NaN,NaN,47.79,NaN,28.96,NaN,NaN,117.79,NaN,68.79,NaN,NaN,NaN,NaN,59,NaN,NaN,NaN,48.74,58.7,NaN,NaN,27.31,48.04,31.65,29.5,20.14,21.82,30.12,32.01,40.16
20060914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.53,NaN,58.12,15.21,21.58,21.95,12.74,28.59,19.43,28.89,36.73,NaN,NaN,42.91,23.01,NaN,33.43,57.19,NaN,28.12,67.75,66.99,51.16,129.12,64.05,NaN,NaN,30.02,NaN,NaN,NaN,48.27,NaN,28.93,NaN,NaN,117.8,NaN,68.41,NaN,NaN,NaN,NaN,58.15,NaN,NaN,NaN,48.84,58.31,NaN,NaN,27.21,46.86,31.73,29.35,20.19,21.95,30.08,31.92,39.1
